subj,num,suf,format,term,code,inst,title,sec,enr
RSEG,165,,LEC,Summer 2014,1142,"Yurik, Vitaly",DESIGN PATTERNS,1DL,11
RSEG,180,,LEC,Summer 2014,1142,"Cramer, Keith",ADVANCED PROGRAMMING C,1DL,13
RCOM,102,,LEC,Summer 2014,1142,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,2DL,9
RMGT,110,,LEC,Summer 2014,1142,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,2DL,15
RPJM,101,,LEC,Summer 2014,1142,"Priddle, David",FOUNDATIONS:PROJECT,2DL,9
RPJM,125,,LEC,Summer 2014,1142,"Bateman, Leanne",SPECIAL TOPICS:PROJECT MGMT,2DL,12
RBIF,102,,LEC,Fall 2014,1143,"Cheng, Alan",GENOMICS AND GENETICS,1DL,5
RBIF,110,,LEC,Fall 2014,1143,"Cheng, Alan",MOLECULAR MODEL CHEMINFORMATIC,1DL,6
RBIF,112,,LEC,Fall 2014,1143,"Natarajan, Madhusudan",BIOL DATA MINING & MODELING,1DL,7
RBIF,100,,LEC,Fall 2014,1143,"Hughes, Jason",INTRO BIOINFORMATICS SCRIPT&PR,1DL,8
RCOM,102,,LEC,Fall 2014,1143,"Lesser, Laurie",PROFESSIONAL COMMUNICATIONS,1DL,13
RHIN,125,,LEC,Fall 2014,1143,"Brown, Jeffrey",DATA ANAL/DECISION SUPPORT,1DL,7
RHIN,160,,LEC,Fall 2014,1143,"Hemdal, Deborah",LEGAL HEALTH MED INFORMATICS,1DL,8
RHIN,115,,LEC,Fall 2014,1143,"Harvey III, Arthur",HEALTH DATA&ELECTRNC RCRDS,1DL,12
RHIN,110,,LEC,Fall 2014,1143,"Wattanasin, Nich",HEALTH/MEDICAL INFO SYSTEMS,1DL,13
RIAS,130,,LEC,Fall 2014,1143,"Brooks, Charles",SECURITY TESTING & CODE ASSESS,1DL,11
RIAS,101,,LEC,Fall 2014,1143,"Brink, Derek",FOUNDATIONS:INFO SECURITY,1DL,15
RIAS,110,,LEC,Fall 2014,1143,"Nagappan, Ramesh",APPLIED CRYPTOG & ACCESS CNTRL,1DL,15
RIDT,101,,LEC,Fall 2014,1143,"Salerno, Brian",PRINCIP ONLINE INSTRUCT DESIGN,1DL,7
RMGT,103,,LEC,Fall 2014,1143,"Phillips, Cynthia",ORGANIZATIONAL STRATEGY,1DL,9
RMGT,101,,LEC,Fall 2014,1143,"Heda, Raj",PERSPECT. INFORMATION TECH,1DL,14
RMGT,175,,LEC,Fall 2014,1143,"Messier, Richard",IT SECURITY & COMPLIANCE,1DL,14
RMGT,110,,LEC,Fall 2014,1143,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,1DL,15
RPJM,125,,LEC,Fall 2014,1143,"Williams, Jeffrey",SPECIAL TOPICS:PROJECT MGMT,1DL,4
RPJM,110,,LEC,Fall 2014,1143,"Guérin, Denise",RISK MANAGEMENT/PROJECT&PROGRA,1DL,6
RPJM,103,,LEC,Fall 2014,1143,"Gentile, Stephen",PROJECT SCHED. AND CONT,1DL,10
RPJM,130,,LEC,Fall 2014,1143,"Girard, Susanna",AGILE PROJECT MANAGEMENT,1DL,11
RPJM,101,,LEC,Fall 2014,1143,"Hassey, James",FOUNDATIONS:PROJECT,1DL,13
RPJM,113,,LEC,Fall 2014,1143,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,1DL,14
RPJM,115,,LEC,Fall 2014,1143,"Bateman, Leanne",CHALLENGES IN PROJECT MANAGEMT,1DL,14
RPJM,117,,LEC,Fall 2014,1143,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,16
RSAN,140,,LEC,Fall 2014,1143,"Morrone, Ross",SOCIAL WEB&MARKETING ANALYTICS,1DL,4
RSAN,120,,LEC,Fall 2014,1143,"Zmiri, Ofer",STATISTICS AND DATA ANALYSIS,1DL,10
RSAN,101,,LEC,Fall 2014,1143,"Bateman, Leanne",DATA SCIENCE ANALYTICS,1DL,20
RSAN,110,,LEC,Fall 2014,1143,"Phillips, Cynthia",BUS INTELLIGENCE&ANALYTICS,1DL,20
RSEG,167,,LEC,Fall 2014,1143,"Yurik, Vitaly",SERVICE ORIENTED ARCHITECTURE,1DL,3
RSEG,109,,LEC,Fall 2014,1143,"Yurik, Vitaly",OBJECT-ORIENTED DESIGN,1DL,8
RSEG,170,,LEC,Fall 2014,1143,"Gibson, James",DATABASE MANAGEMENT,1DL,8
RSEG,131,,LEC,Fall 2014,1143,"Yurik, Aline",SOFTWARE TESTING TECHNIQ,1DL,11
RSEG,175,,LEC,Fall 2014,1143,"Rifkin, Ian",MOBILE COMPUTING,1DL,12
RSEG,102,,LEC,Fall 2014,1143,"Verabelli, Raghu",ADV.PROGRAM:JAVA(LEVEL1),1DL,17
RSEG,120,,LEC,Fall 2014,1143,"Freedman, Steven",SOFTWARE DEVEL.METHODLG.,1DL,17
RCOM,102,,LEC,Fall 2014,1143,"Glosband, Merrily",PROFESSIONAL COMMUNICATIONS,2DL,10
RMGT,110,,LEC,Fall 2014,1143,"La Creta, James",ORG LEADERSHIP DECISION MAKING,2DL,14
RPJM,101,,LEC,Fall 2014,1143,"Malik, Nadeem",FOUNDATIONS:PROJECT,2DL,17
RPJM,101,,LEC,Fall 2014,1143,"Gentile, Stephen",FOUNDATIONS:PROJECT,3DL,6
RBIF,103,,LEC,Spring 2015,1151,"Partensky, Micheal",PROBABILITY & STATISTICS,1DL,4
RBIF,115,,LEC,Spring 2015,1151,"Molony, Cliona",STATISTICAL GENETICS,1DL,5
RBIF,109,,LEC,Spring 2015,1151,"Hughes, Jason",BIOLOGICAL SEQUENCE ANALYSIS,1DL,9
RBIO,102,,LEC,Spring 2015,1151,"Ng, Brenda","MOLEC, CELL, DEV.BIOLOGY",1DL,4
RCOM,102,,LEC,Spring 2015,1151,"Glosband, Merrily",PROFESSIONAL COMMUNICATIONS,1DL,14
RHIN,180,,LEC,Spring 2015,1151,"Harvey III, Arthur",STRATEGIC APP OF IT HEALTHCARE,1DL,4
RHIN,150,,LEC,Spring 2015,1151,"Noonan, Michael",EMERGING TECH. MED.INFORMATICS,1DL,7
RHIN,120,,LEC,Spring 2015,1151,"Brown, Jeffrey",HEALTH/MEDCL INFO SYS SECURITY,1DL,9
RHIN,126,,LEC,Spring 2015,1151,"Brown, Jeffrey",ADV HEALTH CARE DATA ANALYTICS,1DL,10
RHIN,170,,LEC,Spring 2015,1151,"Moore, Carl",BUS ISSUES HEALTH INFORMATICS,1DL,14
RIAS,190,,LEC,Spring 2015,1151,"Messier, Richard",SPECIAL TOPICS:INFO ASSURE SEC,1DL,9
RIAS,115,,LEC,Spring 2015,1151,"Cummings, Clarke",INFO TECH FORENSICS/INVESTIG.,1DL,12
RIAS,140,,LEC,Spring 2015,1151,"Brooks, Charles",SECURING VIRTUALIZED INFRASTRC,1DL,12
RIAS,102,,LEC,Spring 2015,1151,"Brink, Derek",INFO SECURITY MANAGEMENT,1DL,14
RIAS,150,,LEC,Spring 2015,1151,"Brink, Derek",RISK MANAGEMENT IT SECURITY,1DL,14
RIDT,110,,LEC,Spring 2015,1151,"Round, Kimberlee",FOUND INSTRUCT TECH ELEARNING,1DL,7
RMGT,120,,LEC,Spring 2015,1151,"Hemdal, Deborah",LEGAL & ETHICAL PRACTICES IT,1DL,5
RMGT,102,,LEC,Spring 2015,1151,"La Creta, James",OPERATIONAL STRATEGY,1DL,9
RMGT,125,,LEC,Spring 2015,1151,"Phillips, Cynthia",MANAGE TECHNOLOGY PROFESSIONAL,1DL,10
RMGT,110,,LEC,Spring 2015,1151,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,1DL,16
RPJM,113,,LEC,Spring 2015,1151,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,1DL,9
RPJM,117,,LEC,Spring 2015,1151,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,9
RPJM,130,,LEC,Spring 2015,1151,"Girard, Susanna",AGILE PROJECT MANAGEMENT,1DL,9
RPJM,125,,LEC,Spring 2015,1151,"Smedile Rifkin, Valerie",SPECIAL TOPICS:PROJECT MGMT,1DL,10
RPJM,118,,LEC,Spring 2015,1151,"Guérin, Denise",PROCUREMENT&CONTRACT MNGT,1DL,11
RPJM,101,,LEC,Spring 2015,1151,"Hassey, James",FOUNDATIONS:PROJECT,1DL,14
RPJM,110,,LEC,Spring 2015,1151,"Mutunga, Charles",RISK MANAGEMENT/PROJECT&PROGRA,1DL,15
RPJM,103,,LEC,Spring 2015,1151,"Parker, Jeffrey",PROJECT SCHED. AND CONT,1DL,19
RSAN,150,,LEC,Spring 2015,1151,"Gentile, Stephen",DATA GOV SECURITY ETHICS,1DL,9
RSAN,160,,LEC,Spring 2015,1151,"Ajmani, Vivek",PREDICTIVE ANALYTICS,1DL,12
RSAN,130,,LEC,Spring 2015,1151,"Morrone, Ross",ANALYTICS&VISUALIZATION DATA,1DL,15
RSAN,101,,LEC,Spring 2015,1151,"Bateman, Leanne",DATA SCIENCE ANALYTICS,1DL,16
RSEG,122,,LEC,Spring 2015,1151,"Wallace, Robert",ADV SOFTWARE DEVL METHODS,1DL,7
RSEG,103,,LEC,Spring 2015,1151,"Yurik, Aline",ADV.PROGRAM:C++(LEVEL 1),1DL,9
RSEG,105,,LEC,Spring 2015,1151,"Yurik, Vitaly",JAVA ENTERPRISE PROGRAMMING,1DL,9
RSEG,126,,LEC,Spring 2015,1151,"Hemdal, Erik",REL ENGINEERING CONFIG MGMT,1DL,10
RSEG,171,,LEC,Spring 2015,1151,"Gibson, James",DATABASE WRHSG/DATA MIN.,1DL,10
RSEG,176,,LEC,Spring 2015,1151,"Davidow, Ari",CLOUD COMPUTING,1DL,10
RSEG,165,,LEC,Spring 2015,1151,"Yurik, Vitaly",DESIGN PATTERNS,1DL,17
RCOM,102,,LEC,Spring 2015,1151,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,2DL,15
RMGT,110,,LEC,Spring 2015,1151,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,2DL,16
RPJM,101,,LEC,Spring 2015,1151,"Malik, Nadeem",FOUNDATIONS:PROJECT,2DL,11
RSAN,101,,LEC,Spring 2015,1151,"Bateman, Leanne",DATA SCIENCE ANALYTICS,2DL,16
RBIF,108,,LEC,Summer 2015,1152,"Taylor, Deanne",COMPUTATIONAL SYSTEMS BIOLOGY,1DL,8
RBIF,111,,LEC,Summer 2015,1152,"Sivachenko, Andrey",R FOR BIOMEDICAL INFORMATICS,1DL,11
RCOM,102,,LEC,Summer 2015,1152,"MacMillan, John",PROFESSIONAL COMMUNICATIONS,1DL,9
RHIN,185,,LEC,Summer 2015,1152,"Harvey III, Arthur",POPULATION HEALTH INFORMATICS,1DL,9
RHIN,110,,LEC,Summer 2015,1152,"Wattanasin, Nich",HEALTH/MEDICAL INFO SYSTEMS,1DL,10
RHIN,130,,LEC,Summer 2015,1152,"Moore, Carl",HEALTH CARE DELIVERY US,1DL,10
RIAS,120,,LEC,Summer 2015,1152,"Nagappan, Ramesh","SECURING APPL, WEB SERV, SAAS",1DL,6
RIAS,101,,LEC,Summer 2015,1152,"Brink, Derek",FOUNDATIONS:INFO SECURITY,1DL,12
RIAS,172,,LEC,Summer 2015,1152,"Brooks, Charles",NETWORK SECURITY,1DL,12
RIAS,125,,LEC,Summer 2015,1152,"Dalessandro, Joseph",INCIDENT RESP/DISASTER RECOV.,1DL,14
RIDT,120,,LEC,Summer 2015,1152,"Stucklen, Elisabeth",LEARN MANAGE SYS COURSE DEV,1DL,4
RIDT,101,,LEC,Summer 2015,1152,"Salerno, Brian",PRINCIP ONLINE INSTRUCT DESIGN,1DL,7
RMGT,103,,LEC,Summer 2015,1152,"Phillips, Cynthia",ORGANIZATIONAL STRATEGY,1DL,9
RMGT,101,,LEC,Summer 2015,1152,"Heda, Raj",PERSPECT. INFORMATION TECH,1DL,11
RMGT,110,,LEC,Summer 2015,1152,"La Creta, James",ORG LEADERSHIP DECISION MAKING,1DL,12
RPJM,101,,LEC,Summer 2015,1152,"Hassey, James",FOUNDATIONS:PROJECT,1DL,7
RPJM,117,,LEC,Summer 2015,1152,"Mutunga, Charles",PROGRAM MGNT: THEORY&PRACTICE,1DL,7
RPJM,110,,LEC,Summer 2015,1152,"Guérin, Denise",RISK MANAGEMENT/PROJECT&PROGRA,1DL,8
RPJM,103,,LEC,Summer 2015,1152,"Gentile, Stephen",PROJECT SCHED. AND CONT,1DL,9
RPJM,125,,LEC,Summer 2015,1152,"Malik, Nadeem",SPECIAL TOPICS:PROJECT MGMT,1DL,9
RPJM,113,,LEC,Summer 2015,1152,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,1DL,10
RSAN,170,,LEC,Summer 2015,1152,"Freedman, Steven",SPECIAL TOPICS IN STRATEGIC AN,1DL,5
RSAN,110,,LEC,Summer 2015,1152,"Gentile, Stephen",BUS INTELLIGENCE&ANALYTICS,1DL,14
RSAN,140,,LEC,Summer 2015,1152,"Morrone, Ross",SOCIAL WEB&MARKETING ANALYTICS,1DL,18
RSAN,120,,LEC,Summer 2015,1152,"Zmiri, Ofer",STATISTICS AND DATA ANALYSIS,1DL,20
RSEG,125,,LEC,Summer 2015,1152,"Wang, Yongge",FOUNDATIONS OF SQA,1DL,6
RSEG,290,,LEC,Summer 2015,1152,"Hemdal, Erik",SPECIAL TOPICS: SOFTWARE ENG,1DL,6
RSEG,161,,LEC,Summer 2015,1152,"Yurik, Vitaly",WEB DEVELOPMENT TECHNOLOGIES,1DL,10
RSEG,180,,LEC,Summer 2015,1152,"Cramer, Keith",ADVANCED PROGRAMMING C,1DL,10
RSEG,120,,LEC,Summer 2015,1152,"Freedman, Steven",SOFTWARE DEVEL.METHODLG.,1DL,11
RCOM,102,,LEC,Summer 2015,1152,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,2DL,16
RMGT,110,,LEC,Summer 2015,1152,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,2DL,14
RPJM,101,,LEC,Summer 2015,1152,"Coleman, Cheryl",FOUNDATIONS:PROJECT,2DL,8
RBIF,110,,LEC,Fall 2015,1153,"Cheng, Alan",CHEMINFORMATICS,1DL,5
RBIF,112,,LEC,Fall 2015,1153,"Sivachenko, Andrey",MATH MODELING BIOINFORMATICS,1DL,6
RBIF,102,,LEC,Fall 2015,1153,"Ng, Brenda",MOLEC BIOLOGY GENETICS&DISEASE,1DL,7
RBIF,100,,LEC,Fall 2015,1153,"Hughes, Jason",BIOINFORMATICS SCRIPT&PR,1DL,17
RCOM,102,,LEC,Fall 2015,1153,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,1DL,11
RDMD,102,,LEC,Fall 2015,1153,"Kratchounova, Lora",DIGITAL MARKETING STRATEGY,1DL,13
RHIN,126,,LEC,Fall 2015,1153,"Robinson, Gregory",ADV HEALTH CARE DATA ANALYTICS,1DL,5
RHIN,160,,LEC,Fall 2015,1153,"Hemdal, Deborah",LEGAL HEALTH MED INFORMATICS,1DL,12
RHIN,115,,LEC,Fall 2015,1153,"Harvey III, Arthur",HEALTH DATA&ELECTRNC RCRDS,1DL,14
RHIN,110,,LEC,Fall 2015,1153,"Wattanasin, Nich",HEALTH/MEDICAL INFO SYSTEMS,1DL,15
RIAS,150,,LEC,Fall 2015,1153,"Dalessandro, Joseph",RISK MANAGEMENT IT SECURITY,1DL,4
RIAS,102,,LEC,Fall 2015,1153,"Brink, Derek",INFO SECURITY MANAGEMENT,1DL,6
RIAS,130,,LEC,Fall 2015,1153,"Brooks, Charles",SECURITY TESTING & CODE ASSESS,1DL,7
RIAS,110,,LEC,Fall 2015,1153,"Nagappan, Ramesh",APPLIED CRYPTOG & IDENTITY MNG,1DL,10
RIAS,101,,LEC,Fall 2015,1153,"Boswell, Justin",FOUNDATIONS:INFO SECURITY,1DL,14
RIDT,101,,LEC,Fall 2015,1153,"Salerno, Brian",PRINCIP ONLINE INSTRUCT DESIGN,1DL,2
RIDT,130,,LEC,Fall 2015,1153,"Manning, Christin",ADV INSTRUCT DESIGN&ASSESSMENT,1DL,6
RIDT,180,,LEC,Fall 2015,1153,"Petersen, Rebecca",LEARNING ANALYTICS ONLINE,1DL,6
RMGT,125,,LEC,Fall 2015,1153,"Phillips, Cynthia",MANAGE TECHNOLOGY PROFESSIONAL,1DL,12
RMGT,102,,LEC,Fall 2015,1153,"La Creta, James",OPERATIONAL STRATEGY,1DL,16
RMGT,110,,LEC,Fall 2015,1153,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,1DL,16
RMGT,175,,LEC,Fall 2015,1153,"Messier, Richard",IT SECURITY & COMPLIANCE,1DL,17
RPJM,125,,LEC,Fall 2015,1153,"Guérin, Denise",SPECIAL TOPICS:PROJECT MGMT,1DL,5
RPJM,113,,LEC,Fall 2015,1153,"Metzger, Laura",NEGOTIATING&CONFLICT RESOLUTIO,1DL,6
RPJM,115,,LEC,Fall 2015,1153,"Milligan, Sean",CHALLENGES IN PROJECT MANAGEMT,1DL,10
RPJM,103,,LEC,Fall 2015,1153,"Cleveland, Simon",PROJECT SCHED. AND CONT,1DL,11
RPJM,117,,LEC,Fall 2015,1153,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,11
RPJM,110,,LEC,Fall 2015,1153,"Mutunga, Charles",RISK MANAGEMENT/PROJECT&PROGRA,1DL,13
RPJM,101,,LEC,Fall 2015,1153,"Hassey, James",FOUNDATIONS:PROJECT,1DL,16
RSAN,160,,LEC,Fall 2015,1153,"Ajmani, Vivek",PREDICTIVE ANALYTICS,1DL,5
RSAN,120,,LEC,Fall 2015,1153,"Zmiri, Ofer",STATISTICS AND DATA ANALYSIS,1DL,12
RSAN,150,,LEC,Fall 2015,1153,"Gentile, Stephen",DATA GOV SECURITY ETHICS,1DL,12
RSAN,130,,LEC,Fall 2015,1153,"Morrone, Ross",ANALYTICS&VISUALIZATION DATA,1DL,13
RSAN,101,,LEC,Fall 2015,1153,"Shebanow, Annie",DATA SCIENCE ANALYTICS,1DL,16
RSAN,110,,LEC,Fall 2015,1153,"Gentile, Stephen",BUS INTELLIGENCE&ANALYTICS,1DL,16
RSEG,160,,LEC,Fall 2015,1153,"Leiden, Stevan",COMPUTER NETWORKING,1DL,4
RSEG,167,,LEC,Fall 2015,1153,"Yurik, Vitaly",SERVICE ORIENTED ARCHITECTURE,1DL,5
RSEG,126,,LEC,Fall 2015,1153,"Hemdal, Erik",REL CONTROL CONFIGURATION MGMT,1DL,6
RSEG,175,,LEC,Fall 2015,1153,"Rifkin, Ian",MOBILE APPS&RESPONSIVE DESIGN,1DL,10
RSEG,109,,LEC,Fall 2015,1153,"Yurik, Vitaly",OBJECT-ORIENTED DESIGN,1DL,12
RSEG,102,,LEC,Fall 2015,1153,"Verabelli, Raghu",SOFTWARE DEVELOPMENT IN JAVA,1DL,17
RSEG,128,,LEC,Fall 2015,1153,"Yurik, Aline",USER INTERFACE DESIGN,1DL,20
RUCD,101,,LEC,Fall 2015,1153,"Susi, Louis",INNOVATION AND USER CENTER DES,1DL,6
RCOM,102,,LEC,Fall 2015,1153,"Lesser, Laurie",PROFESSIONAL COMMUNICATIONS,2DL,11
RMGT,110,,LEC,Fall 2015,1153,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,2DL,15
RPJM,101,,LEC,Fall 2015,1153,"Malik, Nadeem",FOUNDATIONS:PROJECT,2DL,16
RSAN,101,,LEC,Fall 2015,1153,"Stout, Brian",DATA SCIENCE ANALYTICS,2DL,14
RCOM,102,,LEC,Fall 2015,1153,"Rue, Robert",PROFESSIONAL COMMUNICATIONS,3DL,11
RBIF,106,,LEC,Spring 2016,1161,"Keilty, John",DRUG DISCOVERY & DEV,1DL,4
RBIF,114,,LEC,Spring 2016,1161,"Maertens, Alexandra",WHOLE GENOME EXP ANALYSIS DISC,1DL,5
RBIF,101,,LEC,Spring 2016,1161,"Landon, Melissa",STRUCT BIOINFORM,1DL,14
RCOM,102,,LEC,Spring 2016,1161,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,1DL,10
RDMD,120,,LEC,Spring 2016,1161,"Hindman, Lauren",WRITING DIGITAL ENVIRONMENTS,1DL,10
RHIN,150,,LEC,Spring 2016,1161,"Noonan, Michael",EMERGING TECH. MED.INFORMATICS,1DL,9
RHIN,110,,LEC,Spring 2016,1161,"Wattanasin, Nich",HEALTH/MEDICAL INFO SYSTEMS,1DL,16
RHIN,125,,LEC,Spring 2016,1161,"Dvorkis, Yoni",DATA ANAL/DECISION SUPPORT,1DL,20
RHIN,180,,LEC,Spring 2016,1161,"Harvey III, Arthur",STRATEGIC APP OF IT HEALTHCARE,1DL,20
RIAS,180,,LEC,Spring 2016,1161,"Rue, Robert",LEADING SECURITY COMPLEX ORGS,1DL,9
RIAS,101,,LEC,Spring 2016,1161,"Boswell, Justin",FOUNDATIONS:INFO SECURITY,1DL,11
RIAS,115,,LEC,Spring 2016,1161,"Cummings, Clarke",INFO TECH FORENSICS/INVESTIG.,1DL,16
RIAS,140,,LEC,Spring 2016,1161,"Nagappan, Ramesh",CLOUD SECURITY,1DL,17
RIDT,110,,LEC,Spring 2016,1161,"Round, Kimberlee",FOUND INSTRUCT TECH ELEARNING,1DL,6
RIDT,115,,LEC,Spring 2016,1161,"Pao, Roger",DIGITAL ETHICS LEGAL INSTRUCT,1DL,6
RMGT,120,,LEC,Spring 2016,1161,"Hemdal, Deborah",LEGAL & ETHICAL PRACTICES IT,1DL,8
RMGT,101,,LEC,Spring 2016,1161,"Heda, Raj",PERSPECT. INFORMATION TECH,1DL,12
RMGT,110,,LEC,Spring 2016,1161,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,1DL,14
RPJM,130,,LEC,Spring 2016,1161,"Bateman, Leanne",AGILE PROJECT MANAGEMENT,1DL,8
RPJM,117,,LEC,Spring 2016,1161,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,11
RPJM,110,,LEC,Spring 2016,1161,"Mutunga, Charles",RISK MANAGEMENT/PROJECT&PROGRA,1DL,12
RPJM,118,,LEC,Spring 2016,1161,"Guérin, Denise",PROCUREMENT&CONTRACT MNGT,1DL,12
RPJM,113,,LEC,Spring 2016,1161,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,1DL,13
RPJM,101,,LEC,Spring 2016,1161,"Hassey, James",FOUNDATIONS:PROJECT,1DL,15
RPJM,103,,LEC,Spring 2016,1161,"Cleveland, Simon",PROJECT SCHED. AND CONT,1DL,20
RSAN,170,,LEC,Spring 2016,1161,"Gentile, Stephen",SPECIAL TOPICS IN STRATEGIC AN,1DL,4
RSAN,160,,LEC,Spring 2016,1161,"Ajmani, Vivek",PREDICTIVE ANALYTICS,1DL,5
RSAN,130,,LEC,Spring 2016,1161,"Shebanow, Annie",ANALYTICS&VISUALIZATION DATA,1DL,11
RSAN,120,,LEC,Spring 2016,1161,"Stout, Brian",STATISTICS AND DATA ANALYSIS,1DL,12
RSAN,110,,LEC,Spring 2016,1161,"Lynch, John",BUS INTELLIGENCE&ANALYTICS,1DL,14
RSAN,101,,LEC,Spring 2016,1161,"Gentile, Stephen",DATA SCIENCE ANALYTICS,1DL,15
RSAN,140,,LEC,Spring 2016,1161,"Morrone, Ross",SOCIAL WEB&MARKETING ANALYTICS,1DL,21
RSEG,105,,LEC,Spring 2016,1161,"Yurik, Vitaly",EXPERT SOFTWARE DEVELOP JAVA,1DL,7
RSEG,180,,LEC,Spring 2016,1161,"Cramer, Keith",SOFTWARE DEVELOPMENT IN C#,1DL,7
RSEG,290,,LEC,Spring 2016,1161,"Freedman, Steven",SPECIAL TOPICS: SOFTWARE ENG,1DL,8
RSEG,176,,LEC,Spring 2016,1161,"Davidow, Ari",CLOUD COMPUTING,1DL,13
RSEG,120,,LEC,Spring 2016,1161,"Freedman, Steven",SOFTWARE DEVEL.METHODLG.,1DL,16
RSEG,131,,LEC,Spring 2016,1161,"Yurik, Aline",SOFTWARE TESTING TECHNIQ,1DL,20
RUCD,120,,LEC,Spring 2016,1161,"Murphy, Ellen",COGNITIVE&SOCIAL PSYCH OF UCD,1DL,8
RUCD,101,,LEC,Spring 2016,1161,"Susi, Louis",INNOVATION AND USER CENTER DES,1DL,9
RCOM,102,,LEC,Spring 2016,1161,"Livengood, Jacob",PROFESSIONAL COMMUNICATIONS,2DL,8
RMGT,110,,LEC,Spring 2016,1161,"La Creta, James",ORG LEADERSHIP DECISION MAKING,2DL,16
RPJM,101,,LEC,Spring 2016,1161,"Malik, Nadeem",FOUNDATIONS:PROJECT,2DL,12
RSAN,110,,LEC,Spring 2016,1161,"Block, Gregory",BUS INTELLIGENCE&ANALYTICS,2DL,4
RSAN,101,,LEC,Spring 2016,1161,"Lee, Luz",DATA SCIENCE ANALYTICS,2DL,15
RCOM,102,,LEC,Spring 2016,1161,"Lesser, Laurie",PROFESSIONAL COMMUNICATIONS,3DL,11
RBIF,102,,LEC,Summer 2016,1162,"Ng, Brenda",MOLEC BIOLOGY GENETICS&DISEASE,1DL,9
RBIF,115,,LEC,Summer 2016,1162,"Molony, Cliona",STATISTICAL GENETICS,1DL,17
RCOM,102,,LEC,Summer 2016,1162,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,1DL,11
RDMD,110,,LEC,Summer 2016,1162,"Miceli, Chris",PRINCIPLES OF SEARCH ENGINE,1DL,13
RHIN,126,,LEC,Summer 2016,1162,"Robinson, Gregory",ADV HEALTH CARE DATA ANALYTICS,1DL,6
RHIN,130,,LEC,Summer 2016,1162,"Moore, Carl",HEALTH CARE DELIVERY US,1DL,10
RHIN,120,,LEC,Summer 2016,1162,"Wattanasin, Roy",HEALTH/MEDCL INFO SYS SECURITY,1DL,19
RHIN,170,,LEC,Summer 2016,1162,"Moore, Carl",BUS ISSUES HEALTH INFORMATICS,1DL,21
RIAS,101,,LEC,Summer 2016,1162,"Boswell, Justin",FOUNDATIONS:INFO SECURITY,1DL,5
RIAS,120,,LEC,Summer 2016,1162,"Nagappan, Ramesh","SECURING APPL, WEB SERV, SAAS",1DL,6
RIAS,150,,LEC,Summer 2016,1162,"Dalessandro, Joseph",RISK MANAGEMENT IT SECURITY,1DL,14
RIDT,150,,LEC,Summer 2016,1162,"Salerno, Brian",INSTRUCT DESIGN TECH PRACT,1DL,2
RIDT,140,,LEC,Summer 2016,1162,"Marando, Anne",MANAGE INSTRUCT DESIGN PROJ,1DL,8
RIDT,170,,LEC,Summer 2016,1162,"Livengood, Jennifer",INTERACTIVE MULTIMEDIA COURSE,1DL,8
RMGT,103,,LEC,Summer 2016,1162,"Phillips, Cynthia",ORGANIZATIONAL STRATEGY,1DL,18
RPJM,117,,LEC,Summer 2016,1162,"Mutunga, Charles",PROGRAM MGNT: THEORY&PRACTICE,1DL,5
RPJM,101,,LEC,Summer 2016,1162,"Malik, Nadeem",FOUNDATIONS:PROJECT,1DL,10
RPJM,103,,LEC,Summer 2016,1162,"Cleveland, Simon",PROJECT SCHED. AND CONT,1DL,10
RPJM,113,,LEC,Summer 2016,1162,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,1DL,15
RPJM,110,,LEC,Summer 2016,1162,"Guérin, Denise",RISK MANAGEMENT/PROJECT&PROGRA,1DL,16
RPJM,125,,LEC,Summer 2016,1162,"Heda, Raj",SPECIAL TOPICS:PROJECT MGMT,1DL,17
RSAN,170,,LEC,Summer 2016,1162,"Gentile, Stephen",SPECIAL TOPICS IN STRATEGIC AN,1DL,5
RSAN,160,,LEC,Summer 2016,1162,"Block, Gregory",PREDICTIVE ANALYTICS,1DL,8
